iter	Passed	Remaining
1660	315337	64358
1661	315546	64172
1662	315756	63986
1663	315952	63798
1664	316194	63618
1665	316443	63440
1666	316674	63258
1667	316878	63071
1668	317079	62883
1669	317250	62690
1670	317429	62498
1671	317611	62306
1672	317819	62120
1673	318043	61936
1674	318321	61763
1675	318586	61588
1676	318839	61410
1677	319104	61234
1678	319413	61067
1679	319701	60895
1680	320081	60741
1681	320414	60577
1682	320736	60412
1683	320973	60230
1684	321227	60051
1685	321477	59871
1686	321704	59687
1687	321960	59509
1688	322214	59330
1689	322475	59152
1690	322730	58973
1691	322973	58791
1692	323254	58617
1693	323473	58431
1694	323707	58248
1695	323897	58057
1696	324072	57863
1697	324291	57677
1698	324517	57492
1699	324683	57297
1700	324883	57107
1701	325099	56921
1702	325375	56744
1703	325615	56562
1704	325847	56378
1705	326044	56188
1706	326319	56011
1707	326553	55827
1708	326773	55641
1709	327002	55456
1710	327257	55276
1711	327524	55097
1712	327776	54916
1713	328001	54730
1714	328181	54537
1715	328407	54351
1716	328583	54157
1717	328790	53969
1718	329014	53783
1719	329225	53594
1720	329485	53414
1721	329714	53229
1722	329923	53040
1723	330145	52853
1724	330310	52658
1725	330470	52461
1726	330610	52262
1727	330750	52062
1728	330893	51863
1729	331037	51664
1730	331170	51464
1731	331373	51274
1732	331642	51095
1733	331897	50913
1734	332161	50733
1735	332355	50542
1736	332556	50352
1737	332761	50163
1738	332955	49972
1739	333181	49785
1740	333400	49598
1741	333644	49414
1742	333888	49230
1743	334122	49045
1744	334361	48860
1745	334570	48671
1746	334776	48482
1747	335017	48297
1748	335234	48109
1749	335436	47919
1750	335619	47726
1751	335815	47535
1752	336008	47344
1753	336207	47153
1754	336456	46969
1755	336705	46785
1756	336934	46599
1757	337206	46418
1758	337480	46238
1759	337695	46049
1760	337924	45862
1761	338105	45669
1762	338298	45477
1763	338553	45294
1764	338780	45106
1765	339047	44924
1766	339278	44737
1767	339552	44556
1768	339791	44370
1769	340091	44192
1770	340328	44006
1771	340573	43820
1772	340795	43632
1773	341047	43448
1774	341295	43262
1775	341548	43078
1776	341735	42885
1777	341947	42695
1778	342143	42503
1779	342352	42313
1780	342543	42120
1781	342761	41931
1782	342947	41738
1783	343194	41552
1784	343421	41364
1785	343679	41179
1786	343939	40995
1787	344188	40809
1788	344417	40621
1789	344621	40430
1790	344799	40236
1791	345018	40046
1792	345295	39864
1793	345569	39680
1794	345776	39489
1795	345973	39297
1796	346146	39102
1797	346440	38921
1798	346672	38733
1799	346910	38545
1800	347141	38357
1801	347408	38172
1802	347640	37983
1803	347849	37792
1804	348095	37605
1805	348294	37413
1806	348495	37221
1807	348713	37031
1808	348915	36839
1809	349170	36653
1810	349413	36465
1811	349646	36276
1812	349842	36084
1813	350049	35892
1814	350266	35702
1815	350486	35511
1816	350674	35318
1817	350881	35126
1818	351049	34931
1819	351215	34735
1820	351423	34544
1821	351632	34352
1822	351803	34157
1823	352003	33965
1824	352267	33779
1825	352507	33590
1826	352708	33398
1827	352883	33203
1828	353122	33014
1829	353378	32827
1830	353627	32639
1831	353865	32450
1832	354142	32264
1833	354399	32077
1834	354583	31883
1835	354807	31693
1836	355036	31502
1837	355212	31308
1838	355411	31115
1839	355591	30920
1840	355784	30727
1841	355984	30535
1842	356151	30339
1843	356318	30144
1844	356532	29952
1845	356728	29759
1846	356962	29569
1847	357140	29375
1848	357308	29179
1849	357523	28988
1850	357748	28797
1851	357996	28608
1852	358174	28414
1853	358378	28221
1854	358580	28029
1855	358812	27838
1856	359064	27650
1857	359314	27461
1858	359521	27268
1859	359696	27073
1860	359857	26878
1861	360108	26689
1862	360334	26498
1863	360508	26303
1864	360744	26112
1865	360905	25917
1866	361091	25723
1867	361285	25529
1868	361504	25338
1869	361699	25144
1870	361905	24952
1871	362107	24759
1872	362261	24563
1873	362424	24367
1874	362603	24173
1875	362767	23978
1876	362999	23787
1877	363169	23592
1878	363353	23398
1879	363530	23204
1880	363728	23010
1881	363912	22817
1882	364104	22623
1883	364284	22429
1884	364481	22236
1885	364660	22042
1886	364822	21846
1887	365006	21652
1888	365221	21460
1889	365390	21266
1890	365569	21071
1891	365739	20877
1892	365977	20686
1893	366208	20495
1894	366448	20304
1895	366667	20112
1896	366914	19922
1897	367194	19733
1898	367473	19544
1899	367707	19353
1900	367970	19163
1901	368237	18973
1902	368548	18785
1903	368776	18593
1904	369003	18401
1905	369223	18209
1906	369464	18017
1907	369695	17826
1908	369934	17634
1909	370164	17442
1910	370423	17251
1911	370652	17059
1912	370863	16866
1913	371304	16683
1914	371684	16497
1915	371946	16306
1916	372234	16116
1917	372557	15927
1918	372926	15741
1919	373410	15558
1920	373912	15376
1921	374261	15188
1922	374602	14999
1923	375088	14816
1924	375418	14626
1925	375824	14439
1926	376215	14252
1927	376489	14059
1928	376777	13867
1929	377105	13677
1930	377392	13485
1931	377642	13291
1932	377910	13098
1933	378127	12904
1934	378338	12709
1935	378548	12514
1936	378756	12318
1937	378988	12124
1938	379243	11930
1939	379539	11738
1940	379748	11543
1941	379969	11348
1942	380241	11154
1943	380507	10961
1944	380739	10766
1945	380996	10572
1946	381311	10379
1947	381638	10187
1948	381965	9994
1949	382269	9801
1950	382520	9607
1951	382786	9412
1952	383097	9219
1953	383350	9024
1954	383623	8830
1955	383862	8634
1956	384102	8439
1957	384326	8243
1958	384639	8050
1959	384878	7854
1960	385102	7658
1961	385311	7462
1962	385615	7268
1963	385835	7072
1964	386073	6876
1965	386363	6681
1966	386706	6487
1967	386987	6292
1968	387210	6096
1969	387437	5900
1970	387709	5704
1971	387938	5508
1972	388172	5312
1973	388444	5116
1974	388693	4920
1975	388939	4723
1976	389190	4527
1977	389428	4331
1978	389622	4134
1979	389847	3937
1980	390060	3741
1981	390308	3544
1982	390512	3347
1983	390747	3151
1984	390994	2954
1985	391206	2757
1986	391417	2560
1987	391620	2363
1988	391866	2167
1989	392095	1970
1990	392362	1773
1991	392618	1576
1992	392930	1380
1993	393156	1183
1994	393299	985
1995	393427	788
1996	393567	591
1997	393702	394
1998	393831	197
1999	393984	0
