iter	R2	RMSE
97	0.9017996441	0.04448185156
98	0.9022708546	0.04437500104
99	0.9028268642	0.04424858982
100	0.9032761507	0.04414617814
101	0.9037765158	0.04403184312
102	0.9043109719	0.04390938935
103	0.9048823775	0.04377809093
104	0.905400203	0.04365876314
105	0.9059488621	0.04353197316
106	0.9064007459	0.04342726907
107	0.9068299519	0.04332758527
108	0.9072306598	0.04323431273
109	0.9076403435	0.04313874241
110	0.9080792718	0.04303611444
111	0.9084171723	0.04295694125
112	0.9087812515	0.04287147053
113	0.9091984155	0.04277332772
114	0.9095384117	0.04269317269
115	0.9099403973	0.0425982089
116	0.9101955576	0.04253782066
117	0.910658117	0.0424281286
118	0.9108811052	0.04237514738
119	0.9111716555	0.0423060141
120	0.911538252	0.04221862492
121	0.9118196453	0.04215142356
122	0.9121427307	0.04207413307
123	0.9123638578	0.04202115171
124	0.9126655949	0.04194874852
125	0.9128605437	0.04190190315
126	0.9131562515	0.04183074565
127	0.9134887297	0.04175059511
128	0.9137400367	0.04168991025
129	0.9140202646	0.04162213734
130	0.9142135248	0.0415753331
131	0.914420104	0.04152524494
132	0.9146534247	0.04146860014
133	0.914863294	0.0414175826
134	0.9150589351	0.04136996719
135	0.9153310713	0.04130364298
136	0.9156110623	0.04123529308
137	0.9157866686	0.04119236715
138	0.916127536	0.04110891615
139	0.9163525126	0.04105374456
140	0.9165484242	0.04100564018
141	0.916813796	0.04094039035
142	0.9169802748	0.04089940325
143	0.9171216762	0.04086455793
144	0.9172835515	0.04082463076
145	0.9174447962	0.04078482025
146	0.9176167916	0.04074231258
147	0.9177100822	0.04071923778
148	0.9178501517	0.04068456797
149	0.9180551045	0.04063378502
150	0.9183204693	0.04056793882
151	0.9184640264	0.04053227274
152	0.9185982798	0.04049888971
153	0.9186953511	0.0404747351
154	0.9187691758	0.04045635538
155	0.918864633	0.04043257755
156	0.9190652642	0.04038255584
157	0.9191806236	0.04035376619
158	0.919310194	0.04032140542
159	0.9193838373	0.04030300112
160	0.9195653187	0.04025761095
161	0.9196613923	0.0402335613
162	0.919665565	0.04023251646
163	0.9198105347	0.04019619871
164	0.9199276679	0.04016683057
165	0.9200644771	0.04013250197
166	0.9201880873	0.04010146006
167	0.9202550057	0.04008464497
168	0.9204199403	0.04004317048
169	0.920639278	0.03998794912
170	0.9207635864	0.03995661884
171	0.9209404342	0.03991200434
172	0.921068017	0.03987978722
173	0.9213214138	0.03981572236
174	0.9214170507	0.03979151621
175	0.9214728922	0.03977737565
176	0.921594115	0.03974666152
177	0.9217481953	0.03970758799
178	0.9218693172	0.03967684543
179	0.9219165365	0.03966485401
180	0.9219725169	0.03965063299
181	0.9222095571	0.03959035973
182	0.9223084634	0.03956518323
183	0.9224404724	0.03953155549
184	0.9225866245	0.03949429157
185	0.9227238534	0.03945927072
186	0.9227856193	0.03944349792
187	0.9228399007	0.03942963116
188	0.9229530564	0.03940070867
189	0.9230855542	0.03936681536
190	0.9232116706	0.03933452728
191	0.9233699608	0.03929396459
192	0.9235073704	0.0392587187
193	0.9235821081	0.039239535
194	0.9236957482	0.03921034783
195	0.9237578446	0.03919438989
196	0.9238423244	0.03917266927
197	0.9239013907	0.03915747559
198	0.9239432629	0.03914670118
199	0.9241111992	0.03910345856
200	0.9241842956	0.03908462171
201	0.9242693334	0.03906269616
202	0.9243606813	0.03903912993
203	0.9243965298	0.03902987773
204	0.9244347908	0.03902000046
205	0.9245136998	0.0389996218
206	0.9245922954	0.03897931352
207	0.9248569206	0.03891085916
208	0.9249417567	0.03888888789
209	0.9250035223	0.0388728837
210	0.9251009617	0.03884762264
211	0.9252696202	0.03880385922
212	0.9253347851	0.03878693705
213	0.9254306994	0.03876201637
214	0.9255108029	0.03874119139
215	0.9255800756	0.03872317312
216	0.9256421747	0.03870701363
217	0.9257293714	0.03868431183
218	0.9258084992	0.03866369924
219	0.9259079996	0.03863776405
220	0.926073084	0.03859469563
221	0.926084013	0.03859184269
222	0.9261733864	0.03856850453
223	0.9261827044	0.03856607049
224	0.9262431507	0.0385502771
225	0.9263256871	0.03852870152
226	0.9263860239	0.03851292143
227	0.9264705273	0.03849081009
228	0.9264709555	0.038490698
229	0.9265350211	0.03847392596
230	0.9266615379	0.03844078299
231	0.9267799388	0.03840974019
232	0.9269083152	0.03837605359
233	0.9270102374	0.03834928764
234	0.9270693371	0.03833375883
235	0.9271438786	0.0383141636
236	0.927258958	0.03828389219
237	0.9273479316	0.03826047146
238	0.9274282046	0.0382393287
239	0.9275571019	0.03820535451
240	0.9276387658	0.03818381424
241	0.9277285523	0.03816011746
242	0.9278235728	0.03813502327
243	0.9278762738	0.03812109821
244	0.9279217742	0.03810907167
245	0.9279634659	0.03809804852
246	0.9279980166	0.03808891097
247	0.9280908543	0.03806434757
248	0.9281625	0.0380453804
249	0.9281636857	0.03804506643
250	0.9281897721	0.03803815802
251	0.9282399746	0.03802485946
252	0.9282656202	0.03801806419
253	0.9283507309	0.03799550385
254	0.9283515251	0.03799529326
255	0.9284443428	0.03797067461
256	0.928593227	0.03793115168
257	0.9286987293	0.03790312001
258	0.9287774533	0.03788218974
259	0.9288652808	0.03785882549
260	0.928869105	0.03785780782
261	0.9288960687	0.03785063173
262	0.9289280145	0.03784212796
263	0.9290676869	0.03780492552
264	0.929077038	0.03780243352
265	0.9291061349	0.03779467828
266	0.9291699616	0.03777766093
267	0.9292115464	0.03776656953
268	0.9292168745	0.03776514822
269	0.9292169144	0.03776513756
270	0.9292951462	0.03774426216
271	0.92931254	0.03773961921
272	0.9293534908	0.03772868595
273	0.9294424738	0.03770491782
274	0.929627302	0.03765550067
275	0.9297986193	0.03760963793
276	0.9300051915	0.03755426276
277	0.9300911517	0.0375311956
278	0.9300946277	0.0375302625
279	0.9301870767	0.03750543765
280	0.930268142	0.03748365605
281	0.930308037	0.03747293195
282	0.930331182	0.03746670898
283	0.9303364611	0.03746528943
284	0.9304223926	0.03744217517
285	0.9304265862	0.03744104679
286	0.9305004591	0.0374211641
287	0.9305793774	0.03739991179
288	0.9307027783	0.03736665628
289	0.9307558798	0.03735233678
290	0.9308111599	0.03733742392
291	0.9309193177	0.03730822909
292	0.9309749686	0.03729319844
293	0.9310214516	0.0372806393
294	0.9310546632	0.03727166333
295	0.9311268033	0.03725215885
296	0.9311961425	0.03723340201
297	0.9313019653	0.03720475785
298	0.931349236	0.03719195545
299	0.931428848	0.03717038406
300	0.9314891327	0.03715404121
301	0.9315389722	0.03714052456
302	0.9315393715	0.03714041625
303	0.9315399261	0.03714026579
304	0.9316208029	0.03711832109
305	0.9316745595	0.03710372785
306	0.9316767007	0.03710314646
307	0.9316852382	0.03710082825
308	0.9317878624	0.03707295085
309	0.9319516341	0.03702841957
310	0.9319747607	0.03702212686
311	0.932045639	0.03700283442
312	0.9320698085	0.03699625338
313	0.9321234177	0.03698165213
314	0.9321999041	0.03696080996
315	0.9322332909	0.03695170854
316	0.9323036812	0.03693251241
317	0.9323606713	0.03691696331
318	0.9324577537	0.03689046044
319	0.9325001127	0.03687889074
320	0.9325580764	0.03686305294
321	0.9326732457	0.03683156434
322	0.932701037	0.03682396183
323	0.9327377282	0.03681392232
324	0.9327768724	0.03680320856
325	0.9328088829	0.03679444501
326	0.9328599004	0.03678047353
327	0.9329184861	0.03676442291
328	0.9330197105	0.03673667414
329	0.9331199274	0.03670918087
330	0.9332299312	0.03667897896
331	0.9332308394	0.03667872951
332	0.9333281045	0.03665200415
333	0.9333951098	0.03663358185
334	0.9334467227	0.0366193852
335	0.9334507878	0.03661826682
336	0.9334888061	0.03660780567
337	0.9334894072	0.03660764025
338	0.9336455264	0.03656465078
339	0.9336757645	0.03655631847
340	0.9337166361	0.03654505299
341	0.9337947922	0.03652350113
342	0.9338665237	0.03650370966
343	0.9339611035	0.0364775977
344	0.9340200739	0.03646130747
345	0.9340412285	0.03645546187
346	0.934062502	0.03644958244
347	0.9342799013	0.03638944476
348	0.9343531758	0.03636915293
349	0.9344831213	0.03633313941
350	0.9345857874	0.03630466091
351	0.934636364	0.03629062329
352	0.9347138738	0.03626909974
353	0.934738798	0.03626217588
354	0.9347554178	0.03625755821
355	0.934795936	0.03624629813
356	0.9348283658	0.03623728329
357	0.9348808788	0.03622268099
358	0.9348977081	0.03621800001
359	0.9349297812	0.03620907741
360	0.9349775463	0.03619578524
361	0.9350008393	0.03618930143
362	0.9350417876	0.03617790034
363	0.9350529631	0.03617478816
364	0.9351178476	0.03615671367
365	0.9352095657	0.03613114886
366	0.9352616859	0.03611661324
367	0.9353204954	0.03610020499
368	0.9353846997	0.03608228308
369	0.9354022737	0.03607737593
370	0.9354689936	0.0360587398
371	0.9355550374	0.03603469195
372	0.9356205886	0.03601636066
373	0.935659778	0.03600539694
374	0.9357858312	0.03597010938
375	0.9358998742	0.03593815409
376	0.9359873966	0.03591361071
377	0.9360467098	0.03589696834
378	0.9361082779	0.03587968508
379	0.9361753324	0.03586085225
380	0.9362505484	0.0358397154
381	0.9362719364	0.03583370277
382	0.9363104133	0.03582288354
383	0.9363481658	0.03581226481
384	0.936386777	0.03580140129
385	0.9364366302	0.03578736992
386	0.9364403539	0.03578632163
387	0.9365758227	0.03574816445
388	0.9366340742	0.03573174433
389	0.936686523	0.03571695345
390	0.9367183461	0.03570797618
391	0.9367986373	0.035685316
392	0.9368521095	0.03567021683
393	0.936864202	0.03566680135
394	0.9368642681	0.03566678267
395	0.936908343	0.03565433104
396	0.9369096419	0.03565396401
397	0.9369649107	0.03563834371
398	0.9370872286	0.03560374928
399	0.9371294558	0.03559179862
400	0.9371603835	0.03558304327
401	0.9372087592	0.03556934421
402	0.93730515	0.0355420325
403	0.9373737914	0.03552257059
404	0.9374298383	0.03550667166
405	0.9374522439	0.03550031386
406	0.9374651248	0.03549665825
407	0.9374995357	0.03548689058
408	0.937558791	0.03547006445
409	0.9375924808	0.03546049431
410	0.9376665268	0.03543945126
411	0.9377276731	0.03542206475
412	0.9377800317	0.03540717018
413	0.937829307	0.03539314701
414	0.9378373729	0.03539085102
415	0.937930616	0.03536429815
416	0.937976867	0.03535111984
417	0.9380226945	0.03533805735
418	0.9380811335	0.03532139312
419	0.9381355657	0.0353058644
420	0.9381741458	0.03529485388
421	0.9382161547	0.03528286092
422	0.9382714058	0.03526708129
423	0.9383516638	0.03524414714
424	0.9383800972	0.03523601857
425	0.9384427579	0.03521809841
426	0.9385011231	0.03520139852
427	0.9385024788	0.03520101052
428	0.9385157305	0.03519721771
429	0.938572341	0.03518101038
430	0.9385984288	0.03517353904
431	0.9386342824	0.03516326829
432	0.9386474584	0.03515949309
433	0.9386854989	0.03514859141
434	0.9387003858	0.03514432418
435	0.9387521926	0.03512947008
436	0.9387736657	0.03512331147
437	0.9387989283	0.03511606461
438	0.9388358984	0.03510545661
439	0.9388382217	0.03510478988
440	0.9388841586	0.03509160428
441	0.9388893586	0.03509011136
442	0.9389568296	0.03507073488
443	0.9389578083	0.03507045376
444	0.9390412322	0.03504648087
445	0.9391094915	0.03502685353
446	0.9392285629	0.03499258926
447	0.9392642285	0.0349823195
448	0.9393118744	0.03496859538
449	0.9393449441	0.03495906668
450	0.9394332642	0.03493360537
451	0.9394978148	0.0349149847
452	0.9395431823	0.03490189175
453	0.9395526067	0.03489917128
454	0.9395742127	0.03489293364
455	0.939575047	0.03489269274
456	0.9396027105	0.03488470462
457	0.9396061913	0.03488369939
458	0.9396597381	0.03486823153
459	0.9397352064	0.03484641964
460	0.9397934533	0.03482957577
461	0.9398296653	0.03481909984
462	0.9398569681	0.03481119922
463	0.9398682881	0.03480792302
464	0.939890792	0.03480140909
465	0.9398932787	0.03480068922
466	0.9399121028	0.03479523939
467	0.9399862914	0.03477375247
468	0.9399862914	0.03477375246
469	0.9399994028	0.03476995369
470	0.940004428	0.03476849762
471	0.9400990345	0.03474107372
472	0.9401228603	0.03473416386
473	0.9401601342	0.03472335107
474	0.9401915481	0.03471423556
475	0.9402273579	0.03470384159
476	0.9402986449	0.03468314088
477	0.9403765739	0.0346604973
478	0.9404367006	0.03464301638
479	0.9404906122	0.03462733487
480	0.9405312415	0.03461551217
481	0.9405542234	0.03460882288
482	0.9405953059	0.03459686187
483	0.9406205752	0.03458950276
484	0.9406374163	0.0345845973
485	0.9406698033	0.0345751617
486	0.9406949537	0.03456783262
487	0.9407333694	0.03455663488
488	0.9407572483	0.03454967265
489	0.9407644031	0.03454758627
490	0.9408250878	0.03452988538
491	0.9408481248	0.03452316343
492	0.9408730953	0.03451587581
493	0.9408753575	0.03451521552
494	0.9408959626	0.03450920066
495	0.9409306669	0.03449906775
496	0.9409671224	0.03448842032
497	0.9410394574	0.03446728392
498	0.9411222359	0.03444307998
499	0.9411911366	0.03442292086
500	0.9412210575	0.03441416289
501	0.9412618649	0.03440221476
502	0.9412640205	0.0344015835
503	0.941266435	0.03440087639
504	0.9412934728	0.03439295733
505	0.9413339052	0.03438111171
506	0.9413348735	0.03438082798
507	0.9413829323	0.03436674261
508	0.9414177216	0.03435654273
509	0.9414677372	0.03434187339
510	0.9414780039	0.03433886142
511	0.9414915514	0.03433488658
512	0.9415236706	0.03432546091
513	0.9415792112	0.03430915596
514	0.9416118784	0.03429956227
515	0.9416420573	0.03429069696
516	0.9416601075	0.03428539347
517	0.9416838326	0.03427842133
518	0.9416863764	0.03427767371
519	0.941688863	0.03427694288
520	0.9417096895	0.03427082111
521	0.9417136002	0.03426967148
522	0.9417486744	0.03425935893
523	0.941779435	0.03425031213
524	0.9418183871	0.03423885272
525	0.9418209225	0.0342381067
526	0.9418526357	0.0342287739
527	0.9419238612	0.03420780383
528	0.9419444007	0.03420175423
529	0.9419452962	0.03420149046
530	0.9419490073	0.03420039729
531	0.94197045	0.03419408029
532	0.9420280293	0.03417711168
533	0.9420325151	0.03417578937
534	0.9420383272	0.03417407603
535	0.9420651219	0.03416617607
536	0.9421024783	0.0341551591
537	0.9421107202	0.03415272798
538	0.9421129058	0.03415208324
539	0.9421502454	0.0341410667
540	0.9421916761	0.03412883899
541	0.94221459	0.03412207437
542	0.9423421831	0.03408438193
543	0.9423720342	0.03407555755
544	0.9424026834	0.03406649487
545	0.9424577688	0.03405020057
546	0.9424789716	0.0340439267
547	0.9424809865	0.03404333042
548	0.9425244518	0.03403046527
549	0.9425598783	0.03401997589
550	0.9425935838	0.03400999306
551	0.942635682	0.03399752041
552	0.9426561697	0.03399144873
553	0.9426954276	0.03397981138
554	0.9426982068	0.03397898737
555	0.9426999316	0.03397847599
556	0.9427207875	0.03397229173
557	0.9427257375	0.03397082379
558	0.9427432279	0.0339656364
559	0.9427504098	0.03396350611
560	0.9427870035	0.03395264972
561	0.942818763	0.03394322468
562	0.9428190126	0.0339431506
563	0.9428315276	0.03393943587
564	0.9428658931	0.0339292334
565	0.9429419548	0.03390664115
566	0.9429574593	0.0339020341
567	0.9430658851	0.03386979847
568	0.9431364852	0.03384879214
569	0.9432313801	0.03382053659
570	0.943256136	0.03381316149
571	0.9432775535	0.03380677965
572	0.94330692	0.03379802723
573	0.9433081297	0.03379766664
574	0.9433105537	0.03379694408
575	0.9434049973	0.03376877982
576	0.9434204185	0.03376417878
577	0.9434569082	0.03375328929
578	0.9434795038	0.03374654443
579	0.9434906822	0.03374320714
580	0.9435456966	0.03372677784
581	0.9436322047	0.03370092723
582	0.9436606908	0.03369241058
583	0.9437125031	0.03367691446
584	0.9437254694	0.03367303534
585	0.9437680222	0.03366030176
586	0.9438146181	0.03364635278
587	0.9438601892	0.033632705
588	0.9439229419	0.03361390253
589	0.9439624763	0.03360205151
590	0.9440432498	0.03357782549
591	0.9440523712	0.03357508865
592	0.9440801496	0.03356675248
593	0.9441287	0.03355217775
594	0.9441556566	0.03354408272
595	0.944156803	0.0335437384
596	0.9441950504	0.03353224926
597	0.9441981992	0.03353130321
598	0.9442424018	0.03351801992
599	0.9442570818	0.03351360727
600	0.9442607007	0.03351251939
601	0.9442901276	0.03350367195
602	0.9443080471	0.03349828314
603	0.944335465	0.03349003632
604	0.9444218885	0.03346402828
605	0.9444401686	0.03345852452
606	0.9444709527	0.03344925404
607	0.9444958868	0.03344174337
608	0.9445371354	0.03342931472
609	0.9445901679	0.03341332867
610	0.9446144062	0.03340601976
611	0.9446649026	0.03339078776
612	0.9447082931	0.03337769364
613	0.9447291596	0.03337139485
614	0.94473483	0.03336968298
615	0.9447491525	0.03336535866
616	0.9447753479	0.03335744818
617	0.9448468229	0.03333585461
618	0.9448815114	0.03332536968
619	0.9449320521	0.03331008738
620	0.9449599494	0.03330164892
621	0.9449871434	0.03329342111
622	0.9450538851	0.03327321917
623	0.9450694812	0.03326849665
624	0.9451244603	0.0332518435
625	0.9451469474	0.03324502978
626	0.9452147599	0.03322447373
627	0.9452170178	0.03322378904
628	0.9452205334	0.033222723
629	0.9452623561	0.03321003824
630	0.9452844447	0.03320333683
631	0.9453871337	0.03317216455
632	0.9454284979	0.03315959975
633	0.945449559	0.03315320038
634	0.9454513194	0.03315266544
635	0.9454983497	0.03313837071
636	0.9455413038	0.03312530956
637	0.9455832627	0.03311254604
638	0.9456098058	0.03310446932
639	0.9456161988	0.03310252373
640	0.9456592393	0.03308942212
641	0.9456844879	0.03308173397
642	0.9456998051	0.03307706905
643	0.9457256601	0.03306919329
644	0.9457935314	0.03304850994
645	0.945813091	0.03304254689
646	0.945847158	0.03303215842
647	0.9458864886	0.03302016079
648	0.9459510263	0.03300046441
649	0.9460248333	0.03297792469
650	0.9460462457	0.03297138274
651	0.9460625846	0.03296638997
652	0.9460900616	0.03295799197
653	0.9461494046	0.03293984721
654	0.9461960433	0.03292557992
655	0.9462275348	0.03291594282
656	0.9462445996	0.03291071945
657	0.9462601838	0.03290594854
658	0.9462824171	0.0328991409
659	0.9462995552	0.03289389237
660	0.946307233	0.0328915408
661	0.9463172538	0.03288847136
662	0.9463658292	0.03287358824
663	0.946376174	0.0328704178
664	0.9464366582	0.03285187474
665	0.9464536128	0.03284667495
666	0.9464745019	0.03284026738
667	0.9464897559	0.03283558755
668	0.9465152611	0.03282776121
669	0.9465524476	0.03281634708
670	0.946573845	0.03280977753
671	0.9466165036	0.03279667627
672	0.946648933	0.03278671311
673	0.9466621699	0.0327826455
674	0.9466818303	0.03277660309
675	0.9467205938	0.03276468627
676	0.9468117259	0.03273665299
677	0.9468238385	0.03273292521
678	0.946840903	0.0327276727
679	0.9468563	0.03272293274
680	0.9468706107	0.03271852656
681	0.9468957503	0.03271078484
682	0.9469086031	0.03270682609
683	0.9469194331	0.03270349004
684	0.946941315	0.03269674851
685	0.9469626501	0.0326901741
686	0.947003139	0.03267769383
687	0.9470222123	0.03267181304
688	0.9470653628	0.03265850469
689	0.9471226927	0.0326408148
690	0.9471515887	0.03263189493
691	0.9471961352	0.03261813913
692	0.9471968294	0.03261792472
693	0.9472204996	0.03261061303
694	0.9472296879	0.03260777434
695	0.9472843707	0.03259087521
696	0.947296502	0.03258712498
697	0.9473172443	0.03258071175
698	0.9473198088	0.03257991875
699	0.9473577599	0.03256818127
700	0.9473969067	0.03255606955
701	0.9474123781	0.03255128154
702	0.9474388872	0.03254307606
703	0.9474704889	0.03253329154
704	0.9474897991	0.03252731127
705	0.9474911537	0.03252689171
706	0.9475015359	0.03252367589
707	0.9475036512	0.03252302065
708	0.9475455981	0.0325100244
709	0.9475809346	0.03249907216
710	0.9476010701	0.03249282973
711	0.9476590407	0.03247485082
712	0.9476601118	0.03247451853
713	0.9476864972	0.03246633205
714	0.9477162873	0.03245708668
715	0.9477570273	0.03244443878
716	0.9478224782	0.03242410894
717	0.9478225063	0.03242410021
718	0.9478443432	0.03241731456
719	0.9478684359	0.03240982629
720	0.9479216951	0.03239326664
721	0.9479593238	0.03238156177
722	0.9479704608	0.03237809667
723	0.9479789114	0.03237546716
724	0.9480426458	0.03235562844
725	0.9481507094	0.03232196347
726	0.9481742014	0.03231464038
727	0.948184595	0.03231139988
728	0.9482182679	0.0323008992
729	0.9482361575	0.03229531904
730	0.9482687237	0.03228515847
731	0.9483073819	0.03227309304
732	0.9483245141	0.03226774455
733	0.948357864	0.03225733053
734	0.9483594968	0.03225682056
735	0.9483963402	0.03224531154
736	0.948441138	0.03223131222
737	0.9484488493	0.03222890182
738	0.9484583093	0.03222594457
739	0.9484962248	0.03221408926
740	0.9485546021	0.03219582744
741	0.9485886196	0.03218518118
742	0.9486208661	0.03217508593
743	0.9486482059	0.0321665243
744	0.948671209	0.03215931897
745	0.9486712359	0.03215931054
746	0.9487236486	0.03214288714
747	0.9487465482	0.03213570896
748	0.9488512421	0.03210287084
749	0.9488782417	0.03209439673
750	0.9489003431	0.03208745833
751	0.948926793	0.03207915279
752	0.9489380815	0.03207560743
753	0.94898746	0.03206009463
754	0.9490451471	0.03204196205
755	0.9490676084	0.03203489911
756	0.9490889424	0.03202818918
757	0.9491225352	0.03201762082
758	0.9491460058	0.03201023484
759	0.9491768918	0.03200051272
760	0.94921081	0.03198983271
761	0.9492379538	0.03198128323
762	0.94924844	0.03197797979
763	0.9492618069	0.03197376835
764	0.9492783029	0.03196857029
765	0.9492974148	0.03196254685
766	0.949317474	0.03195622362
767	0.949345831	0.03194728258
768	0.9493680614	0.03194027152
769	0.9494062565	0.0319282219
770	0.9494215928	0.03192338238
771	0.9494576484	0.0319120018
772	0.9494724253	0.03190733648
773	0.9494931611	0.03190078863
774	0.9495208929	0.03189202955
775	0.949522074	0.03189165645
776	0.9495512746	0.03188243073
777	0.9495702389	0.03187643767
778	0.9495791654	0.03187361632
779	0.9495967163	0.03186806845
780	0.9496165614	0.03186179417
781	0.9496567337	0.03184908944
782	0.9496690774	0.03184518464
783	0.9497020019	0.03183476702
784	0.9497322748	0.03182518535
785	0.9497422055	0.03182204156
786	0.9497657183	0.03181459684
787	0.9497900867	0.03180687935
788	0.9498060213	0.03180183184
789	0.9498259234	0.03179552645
790	0.9498410193	0.03179074292
791	0.9498747176	0.03178006213
792	0.9499060642	0.03177012349
793	0.9499480162	0.03175681751
794	0.9500199314	0.03173399504
795	0.9500529417	0.03172351366
796	0.9500649392	0.03171970337
797	0.9500866117	0.03171281921
798	0.9501142723	0.03170403082
799	0.950159785	0.03168956511
800	0.9501904191	0.03167982467
801	0.9502179609	0.0316710649
802	0.9502719647	0.03165388178
803	0.950305192	0.03164330478
804	0.950322643	0.0316377483
805	0.950356157	0.03162707455
806	0.9503878333	0.03161698278
807	0.9504109545	0.03160961456
808	0.9504526719	0.03159631576
809	0.9504976782	0.03158196226
810	0.9505167037	0.03157589264
811	0.9505546325	0.0315637889
812	0.9505775902	0.03155646044
813	0.9505894979	0.03155265867
814	0.9506020739	0.031548643
815	0.9506317505	0.03153916491
816	0.9506461126	0.0315345769
817	0.9506660617	0.03152820304
818	0.9506740643	0.03152564579
819	0.9507074878	0.03151496303
820	0.9507332833	0.03150671583
821	0.9507735058	0.0314938518
822	0.9508119265	0.0314815591
823	0.950839467	0.03147274456
824	0.9508401643	0.03147252138
825	0.9508456073	0.03147077899
826	0.9508615235	0.03146568347
827	0.9508855382	0.03145799363
828	0.9508938508	0.03145533141
829	0.9509195874	0.03144708743
830	0.9509404976	0.03144038787
831	0.950963411	0.03143304484
832	0.9509802151	0.03142765856
833	0.9510042591	0.03141995005
834	0.9510230272	0.03141393168
835	0.9510497993	0.03140534467
836	0.9510779477	0.03139631369
837	0.9510975235	0.03139003154
838	0.9511512825	0.03137277312
839	0.9511513042	0.03137276614
840	0.9511784114	0.03136406024
841	0.951201436	0.03135666359
842	0.9512652656	0.03133614929
843	0.9512908949	0.03132790846
844	0.9513134975	0.03132063902
845	0.9513298934	0.03131536474
846	0.951358147	0.03130627393
847	0.9513821437	0.03129855075
848	0.9514001893	0.03129274165
849	0.9514254948	0.03128459364
850	0.9514647909	0.03127193668
851	0.9514934491	0.03126270287
852	0.95152316	0.03125312701
853	0.9515389673	0.03124803108
854	0.9515510929	0.0312441215
855	0.9515673905	0.03123886599
856	0.9515897594	0.03123165125
857	0.9515924612	0.0312307797
858	0.9516128144	0.03122421343
859	0.9516355472	0.03121687784
860	0.9516500717	0.03121219006
861	0.9516508387	0.03121194251
862	0.9516611625	0.03120861004
863	0.9516729954	0.03120479001
864	0.9517115155	0.03119235129
865	0.9517322846	0.03118564261
866	0.9517549179	0.03117833009
867	0.9517731287	0.03117244517
868	0.9517973519	0.0311646156
869	0.9518094451	0.03116070604
870	0.9518283026	0.03115460866
871	0.9518567648	0.03114540348
872	0.9518567858	0.03114539667
873	0.9518632819	0.03114329535
874	0.9518657032	0.03114251209
875	0.9518987455	0.03113182117
876	0.95194231	0.03111772022
877	0.9519695423	0.03110890241
878	0.9519991595	0.03109930951
879	0.9520100767	0.03109577273
